id,user_id,job_id,alignment_score,similarity_score,jaccard_score,cosine_score,weighted_score,skill_coverage,algorithm_version,skill_match_details,missing_skills,matched_skills,matching_skills,calculated_at,computed_at
628,1,10238,NULL,0.28626225263489424,0.07547169811320754,0.19907376626574208,0.4228915662650602,0.3076923076923077,v1,NULL,"[""kubernetes"", ""ts"", ""linux"", ""sql"", ""js"", ""docker"", ""angular"", ""java"", ""perl""]",NULL,"[""react"", ""restful api"", ""computer science"", ""software engineering""]",2025-08-15 02:11:01.59277+00,NULL
629,1,11235,NULL,0.4560764848568816,0.06382978723404255,0.23213213778041233,0.7473417721518988,0.5,v1,NULL,"[""back-end"", ""cloud native architecture"", ""web application""]",NULL,"[""node.js"", ""restful api"", ""api""]",2025-08-15 02:11:01.59277+00,NULL
630,1,10780,NULL,0.4502903257593288,0.06521739130434782,0.2336799678520069,0.7342857142857143,0.6,v1,NULL,"[""java"", ""web dev""]",NULL,"[""information technology"", ""computer science"", ""software engineering""]",2025-08-15 02:11:01.59277+00,NULL
631,1,12963,NULL,0.4370853080655909,0.06666666666666667,0.22180890802225395,0.7144186046511628,0.75,v1,NULL,"[""real estate""]",NULL,"[""hospitality"", ""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
632,1,10444,NULL,0.27537755162649563,0.058823529411764705,0.16961857672290007,0.42545454545454536,0.3,v1,NULL,"[""back-end"", ""radiation oncology"", ""manage quality"", ""quality assurance"", ""algorithms"", ""web application"", ""software engineer""]",NULL,"[""node.js"", ""react"", ""api""]",2025-08-15 02:11:01.59277+00,NULL
633,1,10888,NULL,0.23120712499445908,0.05555555555555555,0.15821478311993184,0.3452631578947368,0.23076923076923078,v1,NULL,"[""django"", ""ts"", ""oauth"", ""identity and access management"", ""python"", ""web application"", ""workflows"", ""api gateway"", ""docker"", ""secure restful""]",NULL,"[""react"", ""restful api"", ""api""]",2025-08-15 02:11:01.59277+00,NULL
634,1,10916,NULL,0.21701219112922232,0.05660377358490566,0.1511248470378542,0.32070796460176987,0.25,v1,NULL,"[""net framework"", ""azure sql"", ""net net core"", ""python"", ""chatbot"", ""web application"", ""cloud service"", ""azure cloud service"", ""asp net""]",NULL,"[""restful api"", ""c #"", ""api""]",2025-08-15 02:11:01.59277+00,NULL
635,1,10818,NULL,0.12779369931419976,0.05454545454545454,0.10173657347157491,0.17272727272727273,0.21428571428571427,v1,NULL,"[""problem solve"", ""net framework"", ""sql"", ""agile software engineering"", ""think critically"", ""managing technical"", ""web application"", ""developing web"", ""wcf"", ""angular"", ""software architecture""]",NULL,"[""development environment"", ""c #"", ""software engineering""]",2025-08-15 02:11:01.59277+00,NULL
636,1,13205,NULL,0.57541954613264,0.045454545454545456,0.2210954568057698,1,1,v1,NULL,[],NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
637,1,11240,NULL,0.45037479960852045,0.043478260869565216,0.19879443702692257,0.7640816326530613,0.5,v1,NULL,"[""system design"", ""java""]",NULL,"[""react"", ""node.js""]",2025-08-15 02:11:01.59277+00,NULL
638,1,13145,NULL,0.44006662129953455,0.044444444444444446,0.1887742595506371,0.749090909090909,0.6666666666666666,v1,NULL,"[""bookkeeping""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
639,1,13166,NULL,0.44006662129953455,0.044444444444444446,0.1887742595506371,0.749090909090909,0.6666666666666666,v1,NULL,"[""quickbooks""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
640,1,13191,NULL,0.44006662129953455,0.044444444444444446,0.1887742595506371,0.749090909090909,0.6666666666666666,v1,NULL,"[""account payable""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
641,1,13137,NULL,0.44006662129953455,0.044444444444444446,0.1887742595506371,0.749090909090909,0.6666666666666666,v1,NULL,"[""general administrative support""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
642,1,13057,NULL,0.44006662129953455,0.044444444444444446,0.1887742595506371,0.749090909090909,0.6666666666666666,v1,NULL,"[""expense management""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
643,1,13021,NULL,0.4042026869558325,0.044444444444444446,0.17326821577870088,0.6866666666666666,0.6666666666666666,v1,NULL,"[""netsuite""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
644,1,11193,NULL,0.4042026869558325,0.044444444444444446,0.17326821577870088,0.6866666666666666,0.6666666666666666,v1,NULL,"[""digital transformation""]",NULL,"[""react"", ""consulting""]",2025-08-15 02:11:01.59277+00,NULL
645,1,15248,NULL,0.35904159941421954,0.045454545454545456,0.16650230107770142,0.6,1,v1,NULL,[],NULL,"[""tourism"", ""booking""]",2025-08-15 02:11:01.59277+00,NULL
646,1,14812,NULL,0.35904159941421954,0.045454545454545456,0.16650230107770142,0.6,1,v1,NULL,[],NULL,"[""cleanliness"", ""hospitality""]",2025-08-15 02:11:01.59277+00,NULL
647,1,15474,NULL,0.29481244328162576,0.0425531914893617,0.15910125470774938,0.4771428571428572,0.4,v1,NULL,"[""governance"", ""risk management"", ""accountability""]",NULL,"[""detail orient"", ""inventory management""]",2025-08-15 02:11:01.59277+00,NULL
648,1,10889,NULL,0.29391364659255304,0.04081632653061224,0.16262785323324958,0.47392405063291143,0.2857142857142857,v1,NULL,"[""kiosks"", ""back-end"", ""e commerce"", ""mobile app"", ""python""]",NULL,"[""react"", ""api""]",2025-08-15 02:11:01.59277+00,NULL
649,1,13023,NULL,0.2898042180635119,0.044444444444444446,0.1586066528042991,0.4666666666666666,0.6666666666666666,v1,NULL,"[""management information system""]",NULL,"[""information system"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
650,1,13223,NULL,0.2873240906579244,0.0425531914893617,0.15201968396746926,0.46641509433962264,0.4,v1,NULL,"[""account payable"", ""payroll processing"", ""quickbooks""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
651,1,12945,NULL,0.2873240906579244,0.0425531914893617,0.15201968396746926,0.46641509433962264,0.4,v1,NULL,"[""analytical skill"", ""tax compliance"", ""non profit organization""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
652,1,13195,NULL,0.2811328141074408,0.043478260869565216,0.1307653825457214,0.46641509433962264,0.5,v1,NULL,"[""bookkeeping"", ""managing financial""]",NULL,"[""detail orient"", ""accounting""]",2025-08-15 02:11:01.59277+00,NULL
653,1,10483,NULL,0.2670082245798369,0.041666666666666664,0.15537133061003833,0.42412698412698413,0.3333333333333333,v1,NULL,"[""embed software"", ""software system"", ""embed system"", ""cybersecurity""]",NULL,"[""system software"", ""software engineering""]",2025-08-15 02:11:01.59277+00,NULL
654,1,10481,NULL,0.2670082245798369,0.041666666666666664,0.15537133061003833,0.42412698412698413,0.3333333333333333,v1,NULL,"[""embed software"", ""software system"", ""embed system"", ""cybersecurity""]",NULL,"[""system software"", ""software engineering""]",2025-08-15 02:11:01.59277+00,NULL
